,Finess,Nomdelétablissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
74,60785011,CHU DE NICE,RAFFAELLI,Charles,Evaluation de la Biomicorscopie ultrasonore in vivo dans le diagnostic d'arterite giganto-cellulaire (maladie de Horton) ,PHRCI-18-042,BUVART,95814,2018,I,PHRC
75,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,SAUER ,Arnaud,"Effet frreinateur sur la myopie par l'atropine collyre à 0,01%",PHRCI-18-033,Mtopie-STOP,293790,2018,I,PHRC
76,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,SCHAEFFER ,Elise,Apport diagnostique du séquençage de l’exome en anténatal sur signes échographiques évocateurs d’une maladie génétique rare,PHRCI-18-030,Prenatex,296189,2018,I,PHRC
77,750712200,ASSISTANCE PUBLIQUE AP-HP,SCHMIDT,Matthieu,Impact of ECMO cannula chlorhexidine-impregnated dressings to decrease extracorporeal membrane oxygenation-cannula related infection rate.,PHRCI-18-017,DRESSINGECMO,393921,2018,I,PHRC
78,750712201,ASSISTANCE PUBLIQUE AP-HP,SHOTAR,Eimad,Embolisation de l’artère méningée moyenne en prévention de la récidive des hématomes sous-duraux chroniques chez les patients à haut risque de récidive,PHRCI-18-018,EMPROTECT,399553,2018,I,PHRC
79,750712202,ASSISTANCE PUBLIQUE AP-HP,SMAIL-FAUGERON,Violaine,Prévention des abcès dentaires spontanés chez les enfants atteints d’hypophosphatémie liée à l’X : essai contrôlé randomisé multicentrique,PHRCI-18-019,PRADEX,224161,2018,I,PHRC
80,210780581,CHU DIJON,SORLIN ,Arthur,"Étude de l’intérêt diagnostique de l'analyse ""rapide"" de séquençage haut débit de génome en situation d’urgence diagnostique",PHRCI-18-026,FASTGEN,299949,2018,I,PHRC
81,130001647,INSTITUT PAOLI CALMETTES,TASSY,Louis,Evaluation du suivi numérique ambulatoire des patients de plus de 70 ans en cours de traitement par chimiothérapie ,PHRCI-18-041,E-SNaPPROJECT-IPC2017-029,241808,2018,I,PHRC
82,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,TELETIN ,Marius,Acide rétinoïque et production spermatique chez l'homme infertile,PHRCI-18-028,ARESPERM,270890,2018,I,PHRC
83,330000662,INSTITUT BERGONIE,TOULMONDE,Maud,"Association du PEMBROLIZUMAB, du CYCLOPHOSPHAMIDE métronomique et du TAZEMETOSTAT chez les patients atteints de sarcome avancé ou métastatique : une phase II du Groupe Sarcome Français. Combination of PEMBROLIZUMAB, Metronomic CYCLOPHOSPHAMIDE and TAZEMETOSTAT in patients with advanced Sarcomas, a multicentre phase II trial of the French Sarcoma Group.",PHRCI-18-074,PEMBROTAZ ,297493,2018,I,PHRC
84,800000044,CHU AMIENS,TOURNEUX,Pierre,Prématurés en incubateurs : contrôle thermique automatisé en essai randomisé – amélioration de la croissance pondérale et diminution de la morbidité,PHRCI-18-054,ThermoK4Preterm,281681,2018,I,PHRC
85,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,TRANCHANT ,Christine,Validation de l’algorithme RADIAL pour le diagnostic des ataxies cérébelleuses récessives,PHRCI-18-025,RADIAL-VALID,296572,2018,I,PHRC
86,60785011,CHU DE NICE,VAN OBBERGHEN,Lisa,Sécurité d’emploi du Vérapamil dans l’Algie Vasculaire de la Face (AVF),PHRCI-18-040,SEVA,248671,2018,I,PHRC
87,970100228,CHU DE POINTE A PITRE/ ABYMES,VELAYOUDOM,Fritz-Line,Etude multicentrique d’efficacité de la metformine versus la sitagliptine sur l’évolution des nodules thyroïdiens chez les sujets diabétiques de type 2 nouvellement diagnostiqués,PHRCI-18-079,METNODTHYR,194365,2018,I,PHRC
88,750712203,ASSISTANCE PUBLIQUE AP-HP,VERCELLINO,Laetitia,Tomographie par émission de positions couplée à la tomodensitométrie au 18F-luorodéoxyglucose pour l’évaluation précoce de l’efficacité de la chimiothérapie  dans l’adénocarcinome colique métastatique,PHRCI-18-020,TEPPREDICT,377583,2018,I,PHRC
89,420784878,CHU SAINT-ETIENNE,VEYRARD,Pauline,Impact du traitement anti-cytomégalovirus (valganciclovir) dans la prise en charge des poussées de rectocolite hémorragique (RCH) nécessitant un traitement par vedolizumab : étude thérapeutique randomisée comparant une stratégie avec ou sans antiviral,PHRCI-18-090,CYTOVEDO,223470,2018,I,PHRC
90,750712204,ASSISTANCE PUBLIQUE AP-HP,VIVANTI,Alexandre,"ADN foetal circulant, Grossesse et Pathologies immunitaires",PHRCI-18-021,AFFEPI,370053,2018,I,PHRC
91,750712205,ASSISTANCE PUBLIQUE AP-HP,VIVIEN,Benoît,Evaluation de l’efficacité du chlorure de potassium dans la prise en charge des arrêts cardiaques extra-hospitaliers par fibrillation ventriculaire réfractaire,PHRCI-18-022,POTACREH,152807,2018,I,PHRC
92,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,WEIBEL ,Sébastien,"Etude EEG-IRM de l'effet du méthylphénidate sur les symptômes attentionnels chez les patients adultes avec TDAH et les patients avec troubles de l'humeur : une étude contrôlée, randomisée, versus placebo",PHRCI-18-031,ImAteM-TDA,295227,2018,I,PHRC
93,750712206,ASSISTANCE PUBLIQUE AP-HP,WYPLOSZ,Benjamin,Évaluation prospective multicentrique de tests rapides de viabilité de Mycobacterium tuberculosis pour améliorer le suivi des malades tuberculeux et guider les mesures d’isolement,PHRCI-18-023,TBVISA,206569,2018,I,PHRC
94,540023264,CHU DE NANCY,ZALLOT ,Camille,Identification de biomarqueurs de SPondylArthrite chez les patients atteints de maladie de CROhn présents dans le MICrobiote fécal.,PHRCI-18-032,MICROSPA,291796,2018,I,PHRC
95,800000044,CHU AMIENS,ZOGHEIB,Elie,Intérêt de l’ECMO veino - veineuse chez le patient d’hématologie en détresse respiratoire aiguë pour éviter le recours à la ventilation mécanique invasive : une étude prospective multicentrique,PHRCI-18-047,HEMECMO ,133000,2018,I,PHRC
0,750160012,CLCC INSTITUT CURIE,ALBI-FELDZER,Aline,"MIRs 04 : Essai clinique randomisé, multicentrique, en double aveugle, évaluant l’effet du bloc nerveux interpectoral (Pecs 1 et 2) avec la ropivacaine versus placebo sur la douleur aigue après chirurgie carcinologique du sein",K18-154,MIRs_04,216778,2018,K,PHRC
1,130786049,APHM,"ANDRE
",Nicolas,HR-MB : essai randomisé international pour les médulloblastomes de Haut Risque,K18-114,HR-MB,729469,2018,K,PHRC
2,140000100,CHU CAEN,"BABIN
",Emmanuel,PETAL 2 : Programme d’Education Thérapeutique visant l’amélioration de la qualité de vie des Aidants et des patients opérés par Laryngectomie totale,K18-007,PETAL_2,372860,2018,K,PHRC
3,940000664,CLCC INSTITUT GUSTAVE ROUSSY,BACIARELLO,Giulia,GIG-T: Thromboprophylaxie dans les tumeurs germinales de pronostic bon et intermediaire,K18-185,GIG-T,511801,2018,K,PHRC
4,140000555,CENTRE FRANCOIS BACLESSE - CAEN,"BARDET
",Stéphane,INTERMEDIATE-01_Essai multicentrique de phase III comparant 2 stratégies chez des patients présentant un cancer différencié de la thyroïde et un risque intermédiaire de maladie résiduelle : Traitement à l’I131 systématique (3.7 GBq sous rhTSH) versus décision de traitement à l’I131 guidée par le taux sérique de Tg post-opératoire et une scintigraphie diagnostique à l’I131,K18-013,INTERMEDIATE-01,577870,2018,K,PHRC
5,630780989,CHU DE CLERMONT-FERRAND,"BAY
",Jacques-Olivier, TMF-allo- Transplantation de microbiote fécal dans la prévention de la réaction du greffon contre l’hôte après allogreffe de cellules souches hématopoïétiques pour une hémopathie maligne,K18-232,TMF-allo,598851,2018,K,PHRC
6,750712184,AP-HP,"BELKACEMI
",Yazid, IMPACTE 01- Impact du fractionnement de la dose de radiothérapie adjuvante dans les carcinomes cutanés de patients âgés,K18-181,IMPACTE_01,441091,2018,K,PHRC
7,750712184,AP-HP,BOISSEL,Nicolas,DualCALM01 – Essai multicentrique de phase I/IIA évaluant une thérapie cellulaire T exprimant un récepteur à l’antigène chimérique (CAR) anti-CD19 et -CD20 chez des patients pédiatriques et adultes porteurs d’hémopathie lymphoïde B exprimant le CD19 et/ou le CD20 en rechute ou réfractaire.,K18-148,DualCALM01,1419065,2018,K,PHRC
8,750712184,AP-HP,BOISSEL,Nicolas,CBF-2018. Etude de phase II de recherche de dose du Gemtuzumab Ozogamicin en association à la Daunorubicine et à la Cytarabine chez l’adulte atteint de Leucémie Aiguë Myéloïde à Core Binding Factor.,K18-226,CBF-2018,617777,2018,K,PHRC
9,690000880,CENTRE LEON BERARD,"BRAHMI
",Medhi,"ATEZOGIST 01: Etude de phase II randomisée, comparative, prospective, multicentrique de l’efficacité de l’atezolizumab en association avec l’imatinib  versus imatinib seul chez des patients porteurs de tumeurs stromales gastrointestinales (GIST) en situation avancée, non opérable, après échec d’imatinib et de sunitinib.",K18-111,ATEZOGIST_01,468198,2018,K,PHRC
10,750712184,AP-HP,"DARMON
",Michael,Combination-Lock 01- Influence de la bithérapie antibiotique par aminosides et de l’isolement protecteur sur le devenir des patients neutropéniques admis en réanimation avec un sepsis : étude randomisée double plan factoriel,K18-102,Combination-Lock_01,533660,2018,K,PHRC
11,920000650,HOPITAL FOCH,DI STEFANO,Anna-Luisa,OPTIMUM: La metformine en association avec radiothérapie-temozolomide comme thérapie ciblée métabolique pour le sous-groupe de patients atteints d’un glioblastome dépendant de la phosphorylation oxydative,K18-061,OPTIMUM,677335,2018,K,PHRC
12,750150104,INSTITUT MUTUALISTE MONTSOURIS,FUKS,David,"METALAP : Intérêt de la laparoscopie dans la réduction du taux de complications majeures après hépatectomie pour métastases hépatiques de cancer colorectal : essai prospectif, randomisé et contrôlé.",K18-003,METALAP,340000,2018,K,PHRC
13,940000664,CLCC INSTITUT GUSTAVE ROUSSY,FUMAGALLI,Ingrid,PORTEC – 4a : Postoperative Radiation Therapy for Endometrial Carcinoma – 4a,K18-188,PORTEC–4a,310705,2018,K,PHRC
14,670780055,HUS,"GANGI
",Afshin,"CRYODESMO-02 : Essai multicentrique, de phase II, randomisé, évaluant la cryoablation versus une thérapie Médicamenteuse dans les tumeurs desmoïdes",K18-117,CRYODESMO-02,799292,2018,K,PHRC
15,330781196,CHU HOPITAUX DE BORDEAUX,"GOUVERNEUR
",Amandine,IRAZU : Impact des comorbidités caRdiovAsculaires sur l’effectivité du bévaciZUmab chez les sujets âgés atteints de cancer colorectal métastatique,K18-123,IRAZU,202729,2018,K,PHRC
16,940000664,CLCC INSTITUT GUSTAVE ROUSSY,"GRILL
",Jacques, BIOMEDE 2.0 -  Essai randomisé multicentrique de combinaison d’une thérapeutique ciblée avec la radiothérapie dans les gliomes diffus de la ligne médiane,K18-184,BIOMEDE_2.0,935680,2018,K,PHRC
17,310782347,INSTITUT CLAUDIUS REGAUD,"KHALIFA
",Jonathan,"BLAD-RAD01_x000D_
Etude prospective de phase II randomisée évaluant la radiothérapie de clôture chez les patients porteurs d’un carcinome urothélial de vessie métastatique en réponse partielle ou complète et avec au plus trois lésions métastatiques résiduelles après traitement systémique de première ligne.",K18-033,"BLAD-RAD01
",480418,2018,K,PHRC
18,210780581,CHU DIJON,LEPAGE,Côme-Henri,FOLFIRINEC : Etude de phase II randomisée comparant la chimiothérapie par mFOLFIRINOX versus platine - étoposide en première ligne de traitement des carcinomes neuroendocrines peu différenciés de grade 3 métastatiques gastro-entero-pancréatique et de primitif inconnu avec étude exploratoire de biomarqueurs prédictifs d’efficacité.,K18-139,FOLFIRINEC,876016,2018,K,PHRC
19,210780581,CHU DIJON,LEPAGE,Côme-Henri,CIRCULATE – Décision de traitement adjuvant des cancers coliques de stade II basée sur l’analyse de l’ADN tumoral circulant,K18-142,CIRCULATE,973225,2018,K,PHRC
20,750160012,CLCC INSTITUT CURIE,"LUMBROSO-LE ROUIC
",Livia,RETINO18-01 – Traitements conservateurs du rétinoblastome: efficacité des nouvelles stratégies et devenir visuel,K18-113,RETINO18-01,561923,2018,K,PHRC
21,210780581,CHU DIJON,"MANFREDI
",Sylvain,BEVA-PAUSE– Essai de phase III comparant un traitement d’entretien par fluoropyrimidine + bevacizumab versus fluoropyrimidine après chimiothérapie d’induction pour un cancer colorectal métastatique,K18-167,BEVA-PAUSE,799956,2018,K,PHRC
22,140000555,CENTRE FRANCOIS BACLESSE - CAEN,"MEYER
",Emmanuel,GETUG-StORM–01: Etude de phase II évaluant la radiothérapie stéréotaxique dans la stratégie thérapeutique des métastases oligoprogressives du cancer du rein,K18-014,GETUG-StORM–01,293240,2018,K,PHRC
23,940000664,CLCC INSTITUT GUSTAVE ROUSSY,MICHELS,Judith,ISICC-01 (Immunothérapie In Situ dans le cancer du col): essai de phase I évaluant la sécurité et l’efficacité des injections intratumorales de G100 et de la Radiothérapie associées  au Carboplatine et à l’Atezolizumab chez les patientes atteintes d’un cancer métastatique du col de l’utérus.,K18-186,ISICC-01,399108,2018,K,PHRC
24,940000664,CLCC INSTITUT GUSTAVE ROUSSY,MICHIELS,Stefan,MANATEC-02 : Méta Analyse sur données individuelles des traitements néo-adjuvants des cancers opérables de l’œsophage et de la jonction œso-gastrique : mise à jour et méta-analyse en réseau,K18-187,MANATEC-02,110096,2018,K,PHRC
25,750712184,AP-HP,"MIRGHANI
",Haitham,"PATHOS-France – Etude de phase III, multicentrique, randomisée, en ouvert évaluant la déflation du traitement post opératoire dans les cancers de l’orophaynx HPV-induits",K18-195,PATHOS-France,641960,2018,K,PHRC
26,590780193,CHRU LILLE,PATTOU,François,"TPIAT-01 -Évaluation de la sécurité et de l’efficacité de la pancréatectomie totale avec autogreffe d’îlots intra-portale chez une population de patients avec adénocarcinome canalaire de la tête du pancréas résécable à haut risque de fistule – Essai prospectif, multicentrique.",K18-132,TPIAT-01,494501,2018,K,PHRC
27,590000188,CLCC OSCAR LAMBRET LILLE,PENEL,Nicolas,EREMISS_01 : Efficacité du regorafenib comme traitement de maintenance pour les patients atteints de sarcomes du tissu mou non-adipocytaires ayant déjà reçu en 1ère ligne une chimiothérapie à base de doxorubicine,K18-158,EREMISS_01,482168,2018,K,PHRC
28,750160012,CLCC INSTITUT CURIE,"POORTMANS
",Philip,PAPBI-2: Irradiation mammaire partielle accélérée pré- versus postopératoire chez des patientes atteintes de cancer du sein de stade précoce.,K18-101,PAPBI-2,369752,2018,K,PHRC
29,750712184,AP-HP,"ROYER
",Bruno, pPCL-2-  Leucémies à plasmocytes primitives : une étude prospective de phase II associant Daratamumab avec chimitiothérapie et traitement intensif plus autogreffe (étude IFM),K18-180,pPCL-2,661008,2018,K,PHRC
30,340000207,ICM - INSTITUT DU CANCER DE MONTPELLIER,"SGARBURA
",Olivia,MESOTIP : Etude de phase II multicentrique randomisée évaluant l’utilisation de la PIPAC en alternance avec la chimiothérapie systémique versus chimiothérapie systémique seule dans la 1ère ligne de traitement du Mésothéliome Péritonéal Malin,K18-225,MESOTIP,579227,2018,K,PHRC
31,750712184,AP-HP,SOUBRANE,Olivier,Lap CHC; Intérêt de l’approche laparoscopique dans la prise en charge chirurgicale du carcinome hépatocellulaire : un essai contrôlé randomisé,K18-133,LapCHC,352117,2018,K,PHRC
32,750160012,CLCC INSTITUT CURIE,"SOUSSAIN
",Carole,LOC-R01 : Etude randomisée de phase IB/II avec escalade de dose de Lenalidomide et ibrutinib en association avec le R-MPV en traitement d’induction ciblé de première ligne pour les patients âgés de 18 à 60 ans présentant un lymphome primitif du système nerveux central.,K18-070,LOC-R01,749909,2018,K,PHRC
33,750160012,CLCC INSTITUT CURIE,"TARDIVON
",Anne,KDOG01: Dépistage transcutané du cancer du sein par odorologie canine,K18-018,KDOG01,373921,2018,K,PHRC
34,310782347,INSTITUT CLAUDIUS REGAUD,"VALENTIN
",Thibaud,"Essai CHIC – STS 01-Intérêt de la chimiothérapie péri-opératoire chez les patients porteurs de sarcomes des tissus mous localisés de grade 1 ou 2, définis à HAUT RISQUE par la signature CINSARC",K18-020,CHIC–STS_01,1285048,2018,K,PHRC
35,590000188,CLCC OSCAR LAMBRET LILLE,VANLEMMENS,Laurence,eMouvoir_01 : Essai randomisé évaluant l’impact d’un accompagnement personnalisé et à distance portant sur l’activité physique et sportive auprès de patient(e)s dans l’après cancer du sein.,K18-161,eMouvoir_01,833333,2018,K,PHRC
0,140000100,CHU CAEN,ALEXANDRE,Joachim,Effets du blocage du récepteur aux minéralocorticoïdes sur la survenue de fibrillation auriculaire en période péri-opératoire de chirurgie cardiaque : essai randomisé multicentrique en double aveugle.,PHRCN-17-0608,ALDOCURE,820333,2018,N,PHRC
1,750140014,CH SAINTE-ANNE,AMADO,Isabelle,"PLANIFICATION EN VIE QUOTIDENNE, REALITÉ VIRTUELLE ET SCHIZOPHRENIE PLANNING YOUR EVERYDAY LIFE IN VIRTUAL REALITY : A STUDY IN SCHIZOPHRENIA",PHRCN-17-0056,PLANI-REV,192534,2018,N,PHRC
2,340780477,CHU MONTPELLIER,AMEDRO,Pascal,Intérêt des inhibiteurs de la Phosphodiestérase de type 5 dans les ventricules uniques: essai clinique de phase III multicentrique randomisé en double aveugle chez l'adulte et l'adolescent.,PHRCN-17-0202,VU-Inhibition,578507,2018,N,PHRC
3,750712184,AP-HP,ARLET,Jean-Benoit,"Oxygénothérapie systématique pour la prise en charge des crises vaso-occlusives des patients drépanocytaires adultes: essai multicentrique, double aveugle, contrôlée, contre placébo.",PHRCN-17-0417,Oxyckle,369007,2018,N,PHRC
4,750712184,AP-HP,ATLAN,Michael,cicatrisation dirigée versus lambeau perforant pour la reconstruction axillaire after exerese large dans l'hidrosadenite suppurée: un essai clinique multicentrique controlé,PHRCN-17-0346,HS-PAX,322223,2018,N,PHRC
5,750712184,AP-HP,AUDARD,Vincent,Rituximab dès le premier épisode de Syndrome Néphrotique à Lésions Glomérulaires Minimes de l’adulte,PHRCN-17-0222,RIFIREINS,632522,2018,N,PHRC
6,750712184,AP-HP,BAUD,Olivier,Effet de la réduction de la dose anténatale de bétamethasone sur le neurodéveloppement à 3 ans des enfants nés avant 32 semaines d'aménorrhée : Une étude de non-infériorité à partir d’une cohorte d’enfants nés de mères incluses dans l'essai BETADOSE.,PHRCN-17-0116,BETANINO,586731,2018,N,PHRC
7,210780581,CHU DIJON,BIELEFELD,Philip,Etude de preuve de concept de phase II évaluant l'efficacité et la tolérance de l'ustekinumab en association à une corticothérapie pour le traitement initial des uvéites sévères non infectieuses,PHRCN-17-0181,USTEKINISU,190194,2018,N,PHRC
8,210780581,CHU DIJON,BONNOTTE,Bernard,"Comparaison entre le tocilizumab et le méthotrexate pour le traitement de l’artérite à cellules géantes : étude multicentrique, prospective, contrôlée, randomisée.",PHRCN-17-0235,METOGIA,926793,2018,N,PHRC
9,350005179,CHU RENNES,BOUGUEN,Guillaume,Efficacité d'un traitement par infliximab en comparaison au vedolizumab chez les patients en échec d'un traitement anti-TNF sous-cutanée au cours de la rectocolite hémorragique: essai randomisé contrôlé en aveugle,PHRCN-17-0187,EFFICACI,633551,2018,N,PHRC
10,370000481,CHU TOURS,BOULAIN,Thierry,"Insertion systématique précoce d’un cathéter artériel versus insertion différée au cours de l’insuffisance circulatoire aiguë. Essai randomisé pragmatique de non-infériorité, ouvert, multicentrique.",PHRCN-17-0326,EVERDAC-trial,549735,2018,N,PHRC
11,750712184,AP-HP,BOURRON,Olivier,Impact de la Metformine sur les calcifications artérielles périphériques au cours du diabète de type 1,PHRCN-17-0047,IMPACT-1D,797060,2018,N,PHRC
12,490000031,CHU ANGERS,BOURSIER,Jérôme,COMPARAISON DE DEUX STRATEGIES POUR LE DIAGNOSTIC NON-INVASIF DE LA FIBROSE HEPATIQUE AVANCEE DANS LA NAFLD,PHRCN-17-0285,TRAFIC,589282,2018,N,PHRC
13,760780239,CHU ROUEN,BRIDOUX,Valérie,Efficacité de l'injection intrasphinctériennes de myoblastes autologues chez des patient(e)s présentant une incontinence anale sévère par insuffisance sphinctérienne. Etude multicentrique randomisée de phase III.,PHRCN-17-0572,MIAS-2,657921,2018,N,PHRC
14,750712184,AP-HP,CARETTE,Claire,Augmenter la rémission du diabète après chirurgie bariatrique : essai randomisé contrôlé avec traitement par metformine en regard de la prise en charge habituelle.,PHRCN-17-0337,DIABOUT,475115,2018,N,PHRC
15,250000015,CHU BESANCON,CERVONI,Jean Paul,Essai randomisé multicentrique comparant deux stratégies pour prévenir la récidive hémorragique après rupture de varices gastriques: shunt porto systémique précoce par voie transjugulaire (TIPS) versus obturation à la colle,PHRCN-17-0514,GAVAPROSEC,268714,2018,N,PHRC
16,750712184,AP-HP,CHARRON,Philippe,Optimisation de la décision d'implantation du défibrillateur dans la Cardiomyopathie hypertrophique,PHRCN-17-0412,OPTIM-HCM,755898,2018,N,PHRC
17,690781810,HCL,CHEVALIER,Philippe,Blocage du système rénine-angiotensine-aldostérone chez les patients avec DVDA : une étude randomisée multicentrique prospective en double aveugle.,PHRCN-17-0691,BRAVE,861649,2018,N,PHRC
18,750712184,AP-HP,COHEN AUBART,Fleur,Cobimetinib pour traitement des histiocytoses sans mutation BRAF : essai randomisé en double aveugle versus placebo,PHRCN-17-0591,COBRAH,195026,2018,N,PHRC
19,750712184,AP-HP,COMBES,Alain,LEVOSIMENDAN to facilitate weaning from ECMO in refractory cardiogenic shock patients,PHRCN-17-0193,LEVOECMO,558838,2018,N,PHRC
20,590780193,CHU LILLE,COTTENCIN,Olivier,Efficacité d’une procédure de contact téléphonique dans la prévention de la rechute de l’anorexie mentale après une première hospitalisation,PHRCN-17-0113,EATLINE,313614,2018,N,PHRC
21,210780581,CHU DIJON,CREUZOT,Catherine,Etude comparative randomisée multicentrique de l’aflibercept versus placébo dans l’œdème maculaire lié aux télangiectasies maculaires de type 1,PHRCN-17-0172,TELeMAC,322205,2018,N,PHRC
22,130786049,AP-HM,DARIEL,Anne,Effets des lavements rectocoliques de butyrate sur les troubles de la motricité digestive postopératoires dans la maladie de Hirschsprung.,PHRCN-17-0454,Buty-Hirsch,372219,2018,N,PHRC
23,750712184,AP-HP,DE MARTIN,Eleonora,"Validation d'un score pronostique de la réponse au traitement par les stéroïdes dans l'hépatite auto-immune aiguë sévère, une étude multicentrique prospective nationale",PHRCN-17-0523,Pro-SURFASA,390407,2018,N,PHRC
24,380780080,CHU GRENOBLE,DEBILLON,Thierry,Evaluation d’une sédation par Propofol au cours d’une administration intra trachéale de surfactant par méthode LISA (Less Invasive Surfactant Administration),PHRCN-17-0176,PROLISA,591550,2018,N,PHRC
25,750712184,AP-HP,DHEDIN,Nathalie,"Etude prospective multicentrique comparant, chez les adolescents et les adultes drépanocytaires atteints d’une forme sévère de la maladie, les résultats de l’allogreffe familiale HLA identique de cellules souches hematopoïétiques après un conditionnement d'intensité réduite aux résultats obtenus d'un traitement standard.",PHRCN-17-0155,DREPA-RIC,539809,2018,N,PHRC
26,800000044,CHU AMIENS,DUPONT,Hervé,Etude prospective randomisée multicentrique en double aveugle comparant la caspofongine à un placebo pour le traitement des infections intra-abdominales à levure en réanimation,PHRCN-17-0018,CASPER,1205260,2018,N,PHRC
27,750712184,AP-HP,DURANTEAU,Jacques,"Comparaison de l'efficacité et de la sécurité de deux niveaux plasmatiques de fibrinogène chez les traumatisés graves en choc hémorragique: Etude randomisée, ouverte et multicentrique",PHRCN-17-0592,TOPFIB,322907,2018,N,PHRC
28,830100616,CHI TOULON LA SEYNE SUR MER,ELIAS,Antoine,Sécurité d’une stratégie basée sur les ultrasons et les D-dimères pour l’exclusion du diagnostic de récidive de thrombose veineuse profonde (TVP) des membres inférieurs (Projet ULTREC),PHRCN-17-0579,ULTREC,566098,2018,N,PHRC
29,750712184,AP-HP,ESCAUT,Lelia,Traitement antibiotique court de trois semaines versus six semaines dans les arthrites septiques sans matériel de l'adulte : essai randomisé ouvert de non infériorité,PHRCN-17-0460,SHASAR,807077,2018,N,PHRC
30,670780055,CHU STRASBOURG,FACCA,Sybille,A propos de la couverture cutanée dans les cures de syndactylies congénitales chez l’enfant : étude prospective comparative randomisée entre une greffe de peau totale et une greffe de peau artificielle,PHRCN-17-0298,SYNDACTPEAU,416281,2018,N,PHRC
31,670780055,CHU STRASBOURG,FAFI-KREMER,Samira,Intérêt des Immunoglobulines Intraveineuses dans la prévention de l’infection à BK virus chez le greffé rénal en fonction du taux des anticorps neutralisants BKV le jour de la greffe: Etude multicentrique prospective randomisée,PHRCN-17-0382,BKANIG,1006637,2018,N,PHRC
32,330781196,CHU BORDEAUX,FATSEAS,Melina,"Efficacité d'un programme thérapeutique multi-composante intégrant des interventions cognitives, affectives, et addictologiques chez des patients obèses: un essai clinique randomisé multicentrique prospectif",PHRCN-17-0619,OBESADEM,406719,2018,N,PHRC
33,690781810,HCL,FEUGIER,Patrick,ESTIMEC - Evaluation du STenting couvert versus le stenting nu dans le traitement endovasculaire des Ischémies MEsentériques Chroniques : étude randomisée,PHRCN-17-0186,ESTIMEC,537424,2018,N,PHRC
34,750712184,AP-HP,FLORENS,Emmanuelle,Prevention of post-operative atrial fibrillation by botulinum toxin injections into epicardial fat pads around pulmonary veins in patients undergoing cardiac surgery,PHRCN-17-0371,BOTAF,841119,2018,N,PHRC
35,750000549,FONDATION OPHTALMOLOGIQUE ROTHSCHILD,GABISON,Eric,Injection de cellules souches mésenchymateuses allogéniques par voie sous conjonctivale dans le traitement des brûlures oculaire sévères,PHRCN-17-0641,SyMBOL,490828,2018,N,PHRC
36,350005179,CHU RENNES,GALLI,Elena,Etude randomisée pour une prise en charge optimale des patients ayant un Rétrécissement Valvulaire Aortique à Bas gradient et Fraction ventriculaire d’Ejection Préservée,PHRCN-17-0548,ROTAS,986944,2018,N,PHRC
37,860014208,CHU POITIERS,GODET,Cendrine,"Comparaison de l’efficacité à six mois d’un traitement associant itraconazole et Ambisome® nébulisé versus un traitement par itraconazole seul chez des patients peu ou non immunodéprimés atteints d’Aspergillose Pulmonaire Chronique : Étude prospective, randomisée, en simple aveugle (Aspergillome simple exclu).",PHRCN-17-0009,CPAAARI,896551,2018,N,PHRC
38,440000289,CHU NANTES,GRAS-LE GUEN,Christèle,Impact d'un nouvel algorithme diagnostique sur l'utilisation des antibiotiques dans la prise en charge de la fièvre isolée de l'enfant aux urgences,PHRCN-17-0354,DIAFEVERCHILD,884402,2018,N,PHRC
39,130786049,AP-HM,GRIMAUD,Jean Charles,Essai randomisé contrôlé contre placebo évaluant l'efficacité de l'administration locale de micrograisse et fraction vasculaire autologues pour le traitement des fistules périnéales réfractaires de maladie de Crohn.,PHRCN-17-0452,ADICROHN-II,801946,2018,N,PHRC
40,870000015,CHU LIMOGES,GUIGONIS,Vincent,Injections intralésionnelles de thiosulfate de sodium dans le traitement de calcifications ou d’ossifications ectopiques. Etude pilote.,PHRCN-17-0244,ITS-Pilot,446628,2018,N,PHRC
41,750712184,AP-HP,HAMMOUDI,Nadjib,Evaluation d’un suivi clinique simple comparativement à la recherche systématique d’ischémie myocardique par épreuve de stress chez les patients asymptomatiques ayant bénéficié d’une revascularisation coronaire: étude randomisée contrôlée.,PHRCN-17-0655,ARCACHON,1568421,2018,N,PHRC
42,290000017,CHU BREST,HUET,Olivier,Optimisation hémodynamique guidée par mini-fluid challenge au cours du choc septique,PHRCN-17-0016,GOAL,693185,2018,N,PHRC
43,300780038,CHU NIMES,JOLLANT,Fabrice,Traitement des idées suicidaires sévères durant un épisode dépressif majeur par adjonction de buprénorphine à doses antalgiques.,PHRCN-17-0243,BUPRIS,932087,2018,N,PHRC
44,130786049,AP-HM,KARSENTY,Gilles,Tolérance et données d'efficacité du traitement innovant de la Sténose de l’URètre par injection de Fraction vasculaire stromale du tissu adipeux autologue en adjuvant à l'uretrotomie endoscopique : étude randomisée contrôlée en double aveugle (Protocole SURF),PHRCN-17-0506,SURF,204089,2018,N,PHRC
